,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64,cell_65,cell_66,cell_67,cell_68,cell_69,cell_70,cell_71,cell_72,cell_73,cell_74,cell_75,cell_76,cell_77,cell_78,cell_79,cell_80,cell_81,cell_82,cell_83,cell_84,cell_85,cell_86,cell_87,cell_88,cell_89,cell_90,cell_91,cell_92,cell_93,cell_94,cell_95,cell_96,cell_97,cell_98,cell_99,cell_100,cell_101,cell_102,cell_103,cell_104,cell_105,cell_106,cell_107,cell_108,cell_109,cell_110,cell_111,cell_112,cell_113,cell_114,cell_115,cell_116,cell_117,cell_118,cell_119,cell_120,cell_121,cell_122,cell_123,cell_124,cell_125,cell_126,cell_127,cell_128,cell_129,cell_130,cell_131,cell_132,cell_133,cell_134,cell_135,cell_136,cell_137,cell_138,cell_139,cell_140,cell_141,cell_142,cell_143,cell_144,cell_145,cell_146,cell_147,cell_148,cell_149,cell_150,cell_151,cell_152,cell_153,cell_154,cell_155,cell_156,cell_157,cell_158,cell_159,cell_160,cell_161,cell_162,cell_163,cell_164,cell_165,cell_166,cell_167,cell_168,cell_169,cell_170,cell_171,cell_172,cell_173,cell_174,cell_175,cell_176,cell_177,cell_178,cell_179,cell_180,cell_181,cell_182,cell_183,cell_184,cell_185,cell_186,cell_187,cell_188,cell_189,cell_190,cell_191,cell_192,cell_193,cell_194,cell_195,cell_196,cell_197,cell_198,cell_199,cell_200,cell_201,cell_202,cell_203,cell_204,cell_205,cell_206,cell_207,cell_208,cell_209,cell_210,cell_211,cell_212,cell_213,cell_214,cell_215,cell_216,cell_217,cell_218,cell_219,cell_220,cell_221,cell_222,cell_223,cell_224,cell_225,cell_226,cell_227,cell_228,cell_229,cell_230,cell_231,cell_232,cell_233,cell_234,cell_235,cell_236,cell_237,cell_238
LEF1,0.0,0.0,0.5318396,0.0,0.0,0.0,0.33493647,0.76045114,0.0,0.0,0.0,1.4403267,0.0,0.0,0.0,0.44641328,1.0921956,2.0207665,0.0,0.0,0.0,0.0,1.1634513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0690866,0.0,0.0,0.0,0.0,0.0,0.5238703,0.0,0.36624122,0.85809666,0.8326902,0.0,0.7334569,0.0,0.0,0.0,0.0,1.5729642,0.34591672,0.41833612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583333,0.0,0.67605656,0.0,0.0,0.36125627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79861224,0.0,1.4545789,0.3788848,0.0,0.0,0.76399463,0.0,0.0,0.0,0.27136382,0.0,0.0,0.0,0.0,0.5271668,0.0,0.9276878,0.0,1.0296539,0.0,0.0,0.0,0.7911064,0.0,0.0,0.38056314,0.0,0.0,0.0,0.0,0.52731925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945474,0.0,0.0,1.5333222,0.0,0.0,0.0,0.0,0.0,0.0,0.9000097,0.0,0.0,0.0,0.0,0.0,0.6628842,0.0,0.90182567,0.63962036,2.1353157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6208904,0.0,0.0,0.0,0.0,0.0,0.0,0.24307716,0.0,1.069812,0.0,0.0,0.0,1.28048,0.0,0.7214682,2.5779023,0.0,0.0,0.0,0.0,0.31512356,0.0,0.0,0.0,0.0,0.72037214,0.0,0.0,0.0,0.0,0.0,0.89408857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7982383,0.0,0.53224576,0.77917945,0.0,0.83524126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383614,0.0,0.0,0.65008855,0.0,0.0,0.0,0.0,0.0,0.6378459,0.0,0.0,0.8261456,0.6730374,2.3631794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF1,1.4537289,1.7478517,1.777394,1.8472977,1.8271294,1.4425945,1.6051317,0.76045114,1.2771575,1.4722522,1.2182977,1.4403267,0.7758519,0.0,1.1094182,1.5971385,2.6990552,2.0207665,1.9658943,2.6174183,1.1569418,1.5452237,1.1634513,0.0,1.7818326,1.1701534,1.1544095,1.482797,3.1875575,0.0,0.0,1.1694273,2.2881699,2.1713755,2.141668,1.675463,1.3228754,1.4261584,1.7690595,0.85809666,2.3121865,1.5015455,1.858067,0.75422764,1.8784463,1.0689571,1.3838491,2.1566148,1.5517166,1.533856,0.0,2.4064584,1.7389286,0.98416495,2.5753236,0.0,1.7329961,1.749549,1.8906951,1.7631106,2.1512012,1.7255284,0.6260787,2.6612298,0.43957245,2.8318233,2.7625117,0.7693369,1.1215811,2.3618925,1.7391078,0.0,0.9241406,0.6025632,2.058658,1.96756,1.520768,0.0,1.3444258,2.3897781,2.600888,1.828942,1.0712401,0.79861224,0.9320524,1.4545789,1.7239351,1.490466,1.5945032,1.7205033,0.98535603,0.0,1.0211209,1.3365184,0.78380066,1.9870211,1.90788,1.4354804,1.3287984,0.0,1.4005206,1.5609658,1.5260983,0.0,1.3747509,0.8996706,2.6577523,0.0,2.8134391,1.7283016,1.2153158,2.0038397,1.2647498,0.0,0.8707777,1.6919498,2.3518083,1.8997056,0.0,1.0706943,1.9135152,1.9749417,1.5963695,1.1223295,1.0052309,1.6790115,1.4210685,1.9629921,1.4362452,1.9235566,0.0,1.0585357,2.64877,0.9676432,0.4683371,1.127599,1.1486495,0.8168495,1.5605675,2.0229537,1.6849707,1.3048899,1.7872736,1.8971597,1.5714679,2.114841,1.6999482,1.707113,1.303989,2.0446844,1.348096,0.92934805,1.275852,2.1803174,0.0,1.6490366,1.845283,1.9411905,1.6314318,2.0286756,1.5242485,1.069812,0.0,1.9366747,1.3379222,2.0143583,0.5447463,2.128489,2.5779023,2.7725887,1.4625821,0.97292894,0.99186397,1.5484741,2.5073829,0.9865503,0.82055897,0.0,1.4268588,1.4753542,1.7442287,1.2408158,2.1408942,2.2597106,0.0,2.2553775,1.89395,0.0,1.8217577,0.84487903,1.2486268,1.823446,0.0,1.583577,1.9365605,1.5567305,1.6570945,1.2597891,2.256684,1.8002486,1.3378937,0.77917945,0.91682285,0.5024013,1.7897527,1.506905,1.2449493,0.6941793,1.500401,2.1900387,0.8773365,2.098307,0.77568245,2.0084128,1.523577,1.6794014,0.8383614,1.1183128,0.0,1.4362711,1.6886799,0.0,1.9229807,1.9968098,1.3935571,1.8491474,2.023345,1.493135,1.5796978,2.447724,1.7599831,1.4890124,1.3132524,1.6263025,2.318752,1.1241184,1.4979142,1.2793404,1.8502953
AP4M1,0.0,0.0,0.0,0.0,0.29842502,0.0,0.95220065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62984955,0.88010186,1.6790358,1.5452237,0.0,0.0,0.0,0.4418753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8119392,0.5443829,0.5238703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77602154,0.98416495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260787,0.0,0.0,0.0,0.0,0.0,0.0,0.95621717,0.0,0.0,0.9241406,0.0,0.0,0.0,0.7847746,0.0,0.6654305,0.9752557,0.0,0.0,0.67268854,0.47699618,0.0,0.0,0.3788848,0.0,0.68383914,0.0,0.60943,0.0,0.0,0.0,0.0,0.5302212,0.0,0.0,0.0,0.62740874,0.0,0.0,0.0,0.0,1.3747509,0.0,0.0,0.0,0.0,0.0,0.4655184,0.65064836,0.0,0.0,0.0,0.6344644,0.51813656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3627279,0.0,0.9282786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4200635,0.89033824,0.0,0.0,0.7388074,0.0,0.0,0.0,0.0,1.0670716,0.0,0.0,0.0,0.0,0.47717786,0.0,0.0,0.0,0.0,0.0,0.0,0.635685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50052774,0.5447463,0.7214682,1.8270452,0.0,0.7446467,0.43732595,0.0,0.5543777,2.5073829,0.0,0.0,0.0,0.0,0.6114739,0.0,0.9703832,0.560018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4314788,0.0,0.0,0.0,0.0,0.0,0.53224576,0.0,0.0,0.0,1.2510432,0.0,0.0,0.0,0.0,0.0,0.0,1.0253563,0.46123844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48511574,0.0,0.0,0.0,0.6378459,0.5046214,0.0,0.0,0.6730374,0.0,0.0,0.8582903,0.0,0.0,0.86919993,0.45661762,0.0,0.0
RBM5,0.83794695,0.0,0.5318396,0.5115246,1.0074732,1.1488111,1.0950252,0.45083392,0.62172836,0.0,0.78422725,1.6149415,0.0,0.0,1.622391,0.0,1.0921956,0.0,0.62984955,1.3408499,1.1569418,1.045391,0.74216634,0.8905128,1.6553503,1.3292235,1.3964945,0.0,1.4103094,1.1213511,1.0690866,0.44149932,0.0,1.1694114,0.0,0.5443829,0.8658814,1.063885,0.0,0.518397,0.8326902,1.00953,0.7334569,1.1792511,0.0,0.0,0.55821925,1.0683106,0.806411,1.1241907,0.78756356,1.7996117,0.46147063,1.7962046,2.2072165,0.0,0.9370836,0.0,1.3381503,0.0,0.0,1.1962663,1.0081494,0.74644625,0.43957245,0.0,0.0,0.0,1.324314,0.5882964,1.2078049,0.0,2.1515887,0.6025632,1.1873806,0.9314948,0.46747318,0.0,1.0614833,2.029119,0.0,1.0088449,1.0712401,1.0415769,0.9320524,0.73918426,0.3788848,0.620464,1.5945032,0.76399463,0.0,0.0,0.63559884,0.0,0.46680447,0.5302212,1.1925623,0.72620517,0.5271668,0.62740874,0.56776977,0.0,0.37158018,1.6641394,0.90706664,0.8996706,0.0,1.0342436,1.4191071,0.38056314,1.2153158,0.65064836,0.82026565,1.8986439,0.52731925,0.6344644,0.8577258,1.3459836,0.0,0.0,0.0,0.4168555,0.5805476,1.1223295,0.0,0.54621726,1.4210685,0.0,0.8250308,0.0,0.0,0.0,0.9000097,0.0,0.4683371,0.9424163,1.3537471,0.8168495,1.5605675,0.0,1.4572699,0.0,1.7872736,1.7108287,0.0,0.0,0.75066864,1.3884624,0.8509974,0.47717786,0.6678444,1.4025896,0.0,1.2854713,0.0,1.8329746,1.0212381,0.0,0.31754014,0.97493774,0.890635,1.069812,0.0,0.0,0.6611604,0.8325539,0.5447463,0.7214682,0.0,1.0986123,0.7446467,0.0,0.99186397,0.9089497,0.0,0.0,0.0,1.0210273,0.72037214,0.6114739,0.8539881,0.9703832,0.7542686,0.80009806,0.89408857,2.723365,0.0,0.0,0.8310287,0.50913304,0.977211,1.4956216,0.0,0.0,0.7319183,1.5567305,0.0,0.0,1.2364149,0.9872029,0.0,1.2117523,1.2533964,0.83524126,0.0,0.0,0.0,1.0999882,0.6264044,0.7578347,0.8773365,1.850699,0.46123844,0.88939726,0.0,1.0097585,0.8383614,0.0,0.6478233,1.539625,0.0,0.0,0.0,1.9968098,0.9221051,0.0,0.5046214,0.0,0.0,0.6730374,1.7599831,0.7627845,0.0,1.4021133,0.0,0.52620727,0.76892704,0.8316623,1.0250492
SCG3,0.5042892,0.0,1.1333942,1.7360396,1.2337669,1.1488111,0.33493647,1.4856244,1.8201627,0.98563796,0.78422725,0.0,0.0,0.0,1.1094182,1.1788976,1.6017329,0.9692727,0.0,0.88010186,0.0,0.0,0.0,0.0,1.3411076,0.4418753,0.8343384,0.0,0.0,0.0,1.9077859,1.5862223,2.033746,1.4656011,0.0,0.8948992,1.1202598,2.5165377,0.0,0.0,0.8326902,2.4393742,2.2678,0.0,0.0,1.3528697,1.3838491,0.0,1.9739802,0.0,1.2226186,1.4735874,1.508165,1.470441,2.2072165,1.6252887,1.2026087,2.4244502,1.3381503,1.5819509,0.0,0.0,1.2839258,0.0,0.97687036,0.0,2.4956555,1.198961,1.1215811,1.8880427,0.0,0.0,0.0,0.0,1.715052,2.162346,1.0252775,0.7798116,0.0,0.0,0.0,0.0,1.3554473,0.79861224,2.5890963,0.0,0.86792547,0.0,0.0,1.1920024,3.0903409,1.3029824,1.8451289,0.48458707,0.0,0.5302212,0.7644242,0.0,0.5271668,0.62740874,1.191794,0.0,0.0,0.0,0.0,1.1594532,0.0,0.0,0.0,2.2822862,0.7819267,0.0,1.9954504,2.148164,1.1259525,0.6344644,1.1107677,1.3459836,0.0,0.0,0.0,1.530456,1.7443359,0.71098757,1.0052309,0.54621726,0.0,1.4012569,0.8250308,0.0,0.0,0.0,1.9225695,1.4500833,0.7860324,1.2837883,1.3537471,1.5665458,1.3405493,0.0,1.2703701,1.9838014,0.0,0.7577105,0.0,1.232392,0.444178,1.3884624,2.6686034,1.4005917,2.0347326,0.0,1.4911803,0.0,0.0,0.7180795,0.0,0.0,1.2854267,0.97493774,0.890635,0.0,0.93415457,2.4325063,1.7378653,1.9237119,0.89541095,0.0,1.8270452,2.3025851,0.7446467,0.43732595,1.2653642,0.31512356,1.5597413,0.0,0.0,2.2905352,0.72037214,0.98816186,3.2030487,0.0,1.8333696,0.80009806,0.0,1.3471112,1.0584344,0.9308419,1.5865862,2.1165361,0.0,1.2799839,2.1256142,0.0,0.7319183,0.80993533,1.8959297,1.0624697,0.7982383,0.0,2.95863,1.9312916,0.6935906,0.83524126,0.0,1.506905,0.8048582,0.0,0.0,1.4818212,1.1335709,1.0253563,0.0,0.88939726,1.523577,1.0097585,0.0,0.0,1.3175142,1.0407786,0.9045328,0.48511574,1.2049307,0.0,0.0,0.0,1.0882504,0.0,0.0,2.1611893,0.0,1.1904246,1.3132524,0.0,1.1911143,1.1241184,1.8259236,0.49990645,0.0
SIAH2,0.0,0.0,0.0,0.0,0.7145189,0.0,0.33493647,0.0,0.62172836,0.98563796,0.0,0.0,1.5079203,0.0,0.0,0.75395733,0.0,0.0,0.62984955,0.0,0.0,0.0,0.0,0.8905128,0.0,0.4418753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8119392,0.0,0.5238703,0.4901343,0.36624122,1.8617003,0.0,0.0,0.0,0.75422764,0.0,1.3528697,0.0,0.0,0.0,1.2801437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131157,0.0,0.0,0.0,0.0,0.0,0.5882964,0.0,0.0,0.9241406,0.6025632,0.0,0.0,0.46747318,0.0,0.0,0.0,0.0,0.0,0.0,0.47699618,0.57089937,0.0,0.0,0.0,0.0,0.0,0.0,1.3029824,0.0,0.66024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37158018,0.0,0.0,0.0,0.7911064,1.3135802,0.0,0.0,0.4655184,0.0,0.0,0.0,0.0,0.0,1.1107677,0.0,0.5581534,0.0,0.0,0.4168555,1.4226424,0.0,0.0,0.0,0.0,0.9282786,1.0725853,0.77429026,0.0,0.0,0.0,0.0,0.0,1.127599,0.0,0.0,0.0,0.7388074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9483875,0.8509974,0.0,0.6678444,0.0,0.0,0.0,0.0,0.0,0.0,2.2976289,0.31754014,0.24307716,0.0,0.0,0.0,0.0,1.3379222,0.0,0.5447463,0.7214682,0.0,0.0,0.7446467,0.43732595,0.99186397,0.74729717,0.0,0.9865503,0.0,0.0,0.0,0.6114739,1.3077902,0.0,0.3187097,0.0,0.0,1.3471112,0.0,0.0,0.0,0.84487903,0.0,2.0699236,1.7781159,0.82889426,0.0,0.0,0.0,0.0,0.0,0.0,0.53224576,1.0186757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46123844,0.0,0.0,1.0097585,0.8383614,0.0,0.0,0.0,0.9045328,0.0,0.0,0.0,0.0,0.0,0.0,1.0026569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52620727,1.1984276,0.49990645,0.63848835
AQR,0.83794695,1.215247,0.8771844,0.5115246,0.52795935,0.0,0.33493647,0.0,0.0,0.0,0.78422725,1.228633,0.7758519,0.0,0.0,0.75395733,0.0,0.0,0.0,0.0,0.0,1.045391,0.0,0.0,0.0,0.4418753,0.62532854,0.0,0.0,0.0,0.0,0.98024565,0.0,0.0,0.8119392,0.0,0.5238703,1.5676181,0.84454095,0.0,0.0,1.2854973,1.4461656,0.0,0.8695482,0.0,0.55821925,0.0,0.6024398,1.1241907,0.0,0.0,0.46147063,0.0,0.0,1.6252887,0.5745118,0.0,0.0,0.67605656,0.734781,0.0,1.0081494,0.979917,0.0,1.1885568,0.0,0.0,0.0,0.0,0.0,0.0,1.9571054,0.0,0.0,0.0,0.0,0.7798116,0.0,0.9752557,0.0,0.0,0.67268854,0.47699618,0.57089937,0.73918426,0.0,0.0,0.0,0.0,0.0,0.0,0.63559884,0.80959994,0.46680447,0.0,1.1925623,0.72620517,0.0,0.0,0.0,0.0,0.0,0.0,1.3747509,0.0,0.0,0.6452632,0.0,0.0,0.4655184,0.0,0.0,0.0,1.1259525,0.0,0.51813656,0.0,0.0,0.0,0.6743779,0.0,0.5805476,0.0,0.0,1.5333222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4683371,0.0,0.0,0.0,0.0,0.0,1.1619458,0.0,0.0,1.1838025,0.0,0.7951221,0.75066864,0.91802555,0.0,0.7988757,1.064731,0.0,1.275852,0.0,0.0,1.4234636,0.635685,0.0,0.31754014,0.74225545,0.890635,0.82266307,0.93415457,0.0,0.0,0.0,0.5447463,0.7214682,0.0,0.6931472,1.1667054,0.0,0.0,0.0,0.0,0.0,0.82055897,0.0,0.0,0.6114739,0.0,0.0,0.7542686,1.2388142,0.0,0.0,0.0,0.0,0.0,0.0,0.6035057,0.0,0.0,0.0,0.7319183,0.0,0.0,0.0,0.0,0.0,0.53224576,0.4636343,0.6935906,0.0,0.0,0.0,0.0,0.0,1.0085939,0.0,0.5319471,0.0,0.77568245,0.54048026,0.0,0.0,1.2878953,0.0,0.0,0.0,0.0,1.0553877,1.5051416,0.0,0.0,1.024176,0.0,1.0026569,0.0,1.0717083,0.0,0.7627845,0.8582903,0.0,0.0,0.0,0.76892704,0.49990645,0.0
BCO2,0.5042892,1.215247,0.5318396,0.8482963,0.7145189,0.0,0.0,0.0,0.62172836,0.0,0.0,0.0,0.0,0.0,1.1094182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4418753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8948992,0.0,1.261338,0.36624122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55821925,0.0,0.0,0.0,0.0,0.0,0.46147063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44131157,0.97687036,1.1885568,0.0,0.7693369,0.8670175,0.95621717,0.0,1.9463695,0.0,0.0,0.0,0.0,0.0,0.7798116,0.6654305,0.0,1.4155922,0.6265883,0.0,0.0,0.0,0.0,0.0,0.620464,0.0,0.0,0.0,0.0,0.0,0.66024,0.0,0.0,0.7644242,0.0,0.5271668,0.0,0.9276878,0.6631285,0.37158018,0.0,0.0,0.0,0.0,0.6452632,0.0,0.38056314,0.4655184,0.0,1.2647498,0.0,0.52731925,0.0,0.0,0.0,0.0,0.0,0.6743779,0.0,0.0,0.0,1.0052309,0.0,0.0,0.0,0.0,0.0,0.0,2.651482,0.0,0.0,0.0,0.4200635,0.89033824,1.2603672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7951221,0.75066864,0.91802555,0.0,0.0,0.0,1.4025896,0.0,0.0,0.0,0.7180795,0.0,0.0,0.31754014,0.43847042,0.5413577,0.4936452,0.0,0.0,0.0,0.0,0.0,0.0,1.0074096,0.0,0.0,0.43732595,0.0,0.0,0.0,0.0,0.0,1.0210273,1.1347499,0.6114739,0.0,0.0,0.3187097,0.0,0.0,1.3471112,0.0,0.0,0.0,0.0,0.6035057,1.0046879,0.0,0.0,0.7319183,0.48481914,0.88156843,0.48929724,0.0,0.0,0.0,0.0,0.40576074,0.0,0.0,0.0,0.0,0.0,0.0,0.7578347,0.8773365,1.0253563,0.0,0.54048026,0.0,0.0,0.0,0.0,1.0377121,0.37696633,0.0,0.48511574,0.0,0.0,0.0,1.024176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70372087,0.0,0.0,0.0,0.49990645,0.63848835
CD52,0.0,0.0,0.0,1.4676809,0.7145189,0.0,0.7855234,0.0,0.0,0.0,1.2182977,0.9597476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88010186,0.0,1.045391,0.0,0.0,0.0,0.4418753,1.4986045,1.482797,0.0,0.0,0.0,0.746723,0.0,0.0,0.0,0.8948992,0.0,1.4261584,0.0,0.518397,0.8326902,0.62709033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2565743,0.0,0.0,0.0,0.583333,0.0,0.0,0.734781,0.0,0.0,0.0,0.0,1.7164397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4155922,0.0,0.0,0.79861224,1.1968195,0.0,0.0,0.620464,0.0,0.0,0.60943,0.0,0.0,0.27136382,0.0,1.1307324,0.0,0.0,0.0,0.62740874,0.0,1.3409215,0.0,0.0,1.6921486,0.0,0.0,0.37379858,0.0,0.0,0.0,0.0,1.8057301,0.0,0.0,0.0,0.51813656,0.0,0.0,0.0,0.6743779,0.0,0.0,0.71098757,0.0,1.3627279,1.4210685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63962036,0.0,0.7577105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6208904,0.0,0.0,0.0,0.0,0.0,0.31754014,0.865349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,0.0,1.7812117,0.0,0.0,0.0,0.0,0.0,1.0210273,0.0,0.0,0.5155135,1.2408158,0.560018,2.6729999,0.89408857,1.9010019,0.0,0.0,1.2785305,0.0,0.6035057,0.0,0.0,0.0,0.0,0.48481914,1.3426998,0.0,0.0,0.0,1.1340618,0.0,0.0,0.83524126,0.0,0.0,1.2449493,0.0,0.0,0.0,1.1335709,0.0,0.0,1.1475592,0.0,0.0,0.8383614,1.1183128,0.6478233,0.0,0.9045328,0.8103638,0.0,0.82114637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8582903,1.8093207,1.7194561,0.86919993,0.45661762,0.0,0.0
PPIL4,0.0,0.0,0.0,0.5115246,0.29842502,0.7310306,0.33493647,0.0,1.0022069,0.0,0.0,0.0,0.0,0.0,0.0,0.44641328,0.0,0.0,0.62984955,0.0,0.0,1.045391,0.74216634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44149932,0.0,0.0,0.0,0.0,0.0,1.063885,0.6337189,1.1111996,0.0,0.0,0.0,0.0,0.8695482,0.0,0.0,0.0,0.0,0.0,0.78756356,0.0,0.77602154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36125627,0.44131157,0.0,0.0,0.0,1.4985071,0.5246701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46747318,0.0,0.0,0.0,0.0,0.6265883,0.0,0.47699618,0.0,0.0,0.0,0.0,0.0,0.76399463,0.60943,0.0,0.0,0.80959994,0.46680447,0.0,0.0,0.72620517,0.0,0.0,0.0,0.0,0.0,0.0,0.90706664,0.0,0.0,0.37379858,0.0,0.65555775,0.7819267,1.0415361,0.0,1.0620444,1.3290719,0.0,1.1107677,0.0,0.5581534,0.0,0.0,0.4168555,0.5805476,0.0,0.0,0.54621726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4200635,0.5411473,1.2603672,0.0,0.7388074,0.54930496,0.63962036,0.0,0.7577105,0.0,0.0,0.444178,0.0,0.0,1.5409707,0.6678444,1.4025896,0.0,0.0,0.0,0.0,1.0212381,0.0,0.7519976,0.43847042,0.0,0.0,0.0,0.90983486,1.3379222,0.0,0.5447463,0.0,0.0,0.6931472,0.7446467,0.43732595,0.0,0.9089497,0.0,0.0,0.0,0.0,0.0,0.6114739,0.0,0.59854954,0.9168538,0.0,1.3584638,0.0,0.0,0.0,0.8310287,0.0,0.0,0.0,0.0,0.0,0.0,0.80993533,0.0,0.48929724,0.0,0.0,0.53224576,0.4636343,0.40576074,0.5024013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54048026,0.0,1.0097585,0.0,0.0,0.0,0.37696633,0.9045328,0.8103638,0.0,0.0,0.0,0.0,0.0,1.0026569,0.8261456,0.6730374,0.0,0.7627845,0.8582903,0.0,0.0,1.1241184,1.1984276,0.0,0.0
THOC6,0.0,0.0,0.8771844,0.5115246,0.29842502,0.0,1.2199769,0.0,0.62172836,0.0,0.46709734,0.5908479,1.207432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4418753,0.0,1.1848409,0.9355487,0.0,1.0690866,0.0,0.0,0.0,0.0,0.5443829,0.0,0.0,0.36624122,0.518397,0.0,1.00953,0.0,0.0,0.8695482,0.0,0.9143351,0.0,0.34591672,0.41833612,0.0,0.0,0.46147063,0.98416495,0.0,2.214821,1.9754835,0.583333,0.0,0.0,0.734781,0.0,0.36125627,0.0,0.74388164,0.0,1.5496655,0.7693369,1.1215811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6654305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3788848,0.620464,0.0,0.0,0.60943,0.0,0.0,0.27136382,0.0,0.0,0.0,0.0,0.0,0.0,0.9276878,0.0,0.0,0.0,0.90706664,0.5477725,0.0,0.0,0.9426265,0.0,0.7819267,1.0415361,0.0,0.0,0.0,0.0,0.0,0.0,0.9142428,0.0,0.0,0.7101845,2.0897815,0.0,0.0,0.89748216,3.263174,0.9282786,0.0,0.0,0.0,0.0,0.0,0.9676432,0.0,0.4200635,0.0,0.0,0.0,0.0,0.0,0.63962036,0.0,0.0,0.0,0.0,0.9849298,0.0,0.0,0.0,0.6678444,0.0,0.0,0.0,1.3611697,1.4234636,0.0,0.0,0.31754014,0.24307716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1361982,1.4989523,0.0,0.7446467,0.97292894,0.99186397,0.31512356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9168538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4314788,0.48481914,0.0,0.8163992,0.0,0.0,0.0,0.0,0.40576074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0253563,0.0,0.0,0.0,0.0,0.0,0.0,1.3175142,0.65008855,0.0,0.0,0.0,0.82114637,0.0,1.024176,1.2879738,0.0,0.0,1.0717083,0.0,0.0,1.3132524,0.0,0.0,0.0,0.0,0.0,0.0
