,9CL_Bc74_Bc01,9CL_Bc74_Bc02,9CL_Bc74_Bc03,9CL_Bc74_Bc04,9CL_Bc74_Bc05,9CL_Bc74_Bc06,9CL_Bc74_Bc07,9CL_Bc74_Bc09,9CL_Bc74_Bc10,9CL_Bc74_Bc11,9CL_Bc74_Bc12,9CL_Bc74_Bc14,9CL_Bc74_Bc16,9CL_Bc74_Bc19,9CL_Bc74_Bc21,9CL_Bc74_Bc22,9CL_Bc74_Bc23,9CL_Bc74_Bc24,9CL_Bc74_Bc25,9CL_Bc74_Bc26,9CL_Bc74_Bc30,9CL_Bc74_Bc32,9CL_Bc75_Bc01,9CL_Bc75_Bc03,9CL_Bc75_Bc04,9CL_Bc75_Bc05,9CL_Bc75_Bc06,9CL_Bc75_Bc07,9CL_Bc75_Bc08,9CL_Bc75_Bc09,9CL_Bc75_Bc11,9CL_Bc75_Bc12,9CL_Bc75_Bc13,9CL_Bc75_Bc14,9CL_Bc75_Bc15,9CL_Bc75_Bc16,9CL_Bc75_Bc17,9CL_Bc75_Bc18,9CL_Bc75_Bc19,9CL_Bc75_Bc20,9CL_Bc75_Bc21,9CL_Bc75_Bc22,9CL_Bc75_Bc24,9CL_Bc75_Bc25,9CL_Bc75_Bc27,9CL_Bc75_Bc28,9CL_Bc75_Bc30,9CL_Bc75_Bc31,9CL_Bc75_Bc32,9CL_Bc76_Bc01,9CL_Bc76_Bc02,9CL_Bc76_Bc03,9CL_Bc76_Bc04,9CL_Bc76_Bc05,9CL_Bc76_Bc06,9CL_Bc76_Bc07,9CL_Bc76_Bc08,9CL_Bc76_Bc09,9CL_Bc76_Bc10,9CL_Bc76_Bc11,9CL_Bc76_Bc12,9CL_Bc76_Bc13,9CL_Bc76_Bc14,9CL_Bc76_Bc16,9CL_Bc76_Bc17,9CL_Bc76_Bc20,9CL_Bc76_Bc21,9CL_Bc76_Bc22,9CL_Bc76_Bc23,9CL_Bc76_Bc24,9CL_Bc76_Bc25,9CL_Bc76_Bc26,9CL_Bc76_Bc27,9CL_Bc76_Bc28,9CL_Bc76_Bc31,9CL_Bc76_Bc32,9CL_Bc77_Bc01,9CL_Bc77_Bc02,9CL_Bc77_Bc03,9CL_Bc77_Bc04,9CL_Bc77_Bc05,9CL_Bc77_Bc09,9CL_Bc77_Bc10,9CL_Bc77_Bc11,9CL_Bc77_Bc12,9CL_Bc77_Bc13,9CL_Bc77_Bc14,9CL_Bc77_Bc15,9CL_Bc77_Bc16,9CL_Bc77_Bc17,9CL_Bc77_Bc20,9CL_Bc77_Bc21,9CL_Bc77_Bc23,9CL_Bc77_Bc24,9CL_Bc77_Bc25,9CL_Bc77_Bc26,9CL_Bc77_Bc28,9CL_Bc77_Bc29,9CL_Bc77_Bc30,9CL_Bc77_Bc31,9CL_Bc77_Bc32,9CL_Bc78_Bc01,9CL_Bc78_Bc02,9CL_Bc78_Bc03,9CL_Bc78_Bc04,9CL_Bc78_Bc05,9CL_Bc78_Bc06,9CL_Bc78_Bc07,9CL_Bc78_Bc09,9CL_Bc78_Bc10,9CL_Bc78_Bc11,9CL_Bc78_Bc12,9CL_Bc78_Bc13,9CL_Bc78_Bc14,9CL_Bc78_Bc15,9CL_Bc78_Bc16,9CL_Bc78_Bc17,9CL_Bc78_Bc18,9CL_Bc78_Bc19,9CL_Bc78_Bc20,9CL_Bc78_Bc21,9CL_Bc78_Bc22,9CL_Bc78_Bc23,9CL_Bc78_Bc24,9CL_Bc78_Bc25,9CL_Bc78_Bc26,9CL_Bc78_Bc27,9CL_Bc78_Bc28,9CL_Bc78_Bc29,9CL_Bc78_Bc30,9CL_Bc78_Bc31,9CL_Bc79_Bc01,9CL_Bc79_Bc02,9CL_Bc79_Bc03,9CL_Bc79_Bc04,9CL_Bc79_Bc05,9CL_Bc79_Bc07,9CL_Bc79_Bc08,9CL_Bc79_Bc09,9CL_Bc79_Bc10,9CL_Bc79_Bc11,9CL_Bc79_Bc12,9CL_Bc79_Bc13,9CL_Bc79_Bc14,9CL_Bc79_Bc15,9CL_Bc79_Bc16,9CL_Bc79_Bc17,9CL_Bc79_Bc18,9CL_Bc79_Bc20,9CL_Bc79_Bc22,9CL_Bc79_Bc23,9CL_Bc79_Bc24,9CL_Bc79_Bc25,9CL_Bc79_Bc26,9CL_Bc79_Bc27,9CL_Bc79_Bc28,9CL_Bc79_Bc30,9CL_Bc79_Bc31,9CL_Bc79_Bc32
CCDC71L,0.0,0.5544869,0.0,0.771656,1.5235786,0.0,0.9613426,0.0,0.0,0.0,1.438268,1.0419701,0.6721461,0.76952493,1.3930988,1.0695904,0.0,0.6177152,0.95341647,0.0,1.3560289,0.806847,0.7526483,0.0,0.0,0.0,0.0,2.8016706,0.0,0.0,0.0,0.44123235,0.66619337,0.7609837,0.0,0.0,1.3497458,1.71114,0.0,0.0,0.0,0.0,0.71109116,0.0,0.0,0.0,0.74871236,0.0,0.0,0.0,0.6931472,1.0790994,0.0,0.5034068,0.0,0.6430873,0.6697703,0.9118367,0.0,0.8139014,0.0,1.1846437,0.6626766,0.0,0.7157465,0.0,1.0192301,0.0,0.0,0.0,0.0,0.0,0.80481964,1.285069,0.0,1.7254064,0.0,0.0,0.0,0.0,0.8725504,0.0,0.0,0.0,0.694773,0.0,0.8213242,0.46348906,1.4732556,1.0044378,0.97175777,0.0,1.061594,0.0,1.0606447,0.81261253,0.857575,0.4314408,0.9789953,0.0,0.0,1.3666744,0.0,0.66577923,0.0,0.47315302,0.79807895,0.71223503,1.0547142,0.0,0.46233192,1.15828,0.0,0.89700544,0.0,1.2825109,1.0614872,0.60605067,1.745637,0.0,0.0,0.0,0.0,0.0,1.1767538,0.7425471,0.8558364,0.0,0.82422096,0.0,0.0,1.0834522,0.79040205,0.7055692,0.0,0.734197,1.2298377,0.731992,0.0,0.766988,0.0,0.65495956,1.4515866,0.0,0.7412749,0.7690722,0.98823017,0.0,2.3852766,1.2448211,0.9222245,0.0,0.0,0.0,0.0,0.0,0.0,1.4346675,0.0
PTPRS,0.0,0.0,0.0,0.47489667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8022627,0.0,0.0,0.0,0.0,0.586274,0.0,0.0,0.806847,0.7526483,0.575223,0.0,0.0,0.6334955,0.0,0.0,0.60777086,0.0,0.0,0.8838579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80895823,0.74871236,0.57373965,0.0,0.0,0.0,0.0,0.0,0.2830518,2.4013429,0.0,0.0,0.0,0.0,0.0,0.0,0.5633273,0.0,0.0,0.0,0.71304566,0.0,0.0,1.1092918,0.0,0.0,0.0,0.0,0.8788517,0.0,0.0,0.0,0.0,0.0,0.0,0.8725504,0.0,0.0,0.0,0.0,0.0,0.4946584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3019313,0.47315302,0.0,0.0,0.0,1.3116132,0.0,1.525576,0.49954742,0.0,0.0,0.36368644,0.6654334,0.0,0.0,0.7853255,0.4680458,0.0,0.0,0.6286128,0.0,0.0,0.0,0.0,1.4228808,0.0,0.0,0.0,0.0,0.0,0.89883804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5442348,1.0160857,0.60038286,0.0,0.0
SELENOM,0.0,0.0,0.0,0.0,0.46881717,0.0,0.0,0.0,1.9551709,0.0,0.95808345,0.0,0.6721461,0.0,0.92173797,0.0,0.7807191,0.0,0.586274,0.44809878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0763727,0.87543654,0.0,0.737414,0.0,1.2140313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54352844,0.0,0.71109116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,1.452021,0.855231,1.3102323,0.0,1.173514,0.0,0.0,1.5868875,0.0,0.0,0.5360072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2448996,2.1798244,0.0,0.0,1.6945628,0.0,0.0,0.0,1.3313134,0.0,0.51419514,0.0,0.0,0.0,0.0,0.0,0.6102298,0.0,0.0,0.0,0.0,0.0,0.32037663,0.0,0.0,0.0,0.9789953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71223503,0.0,0.64398444,0.46233192,0.0,0.0,1.6783568,0.0,0.36066318,0.0,0.0,0.66572976,0.0,0.0,0.0,0.0,0.0,0.0,1.163951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1151409,0.0,1.1529793,0.0,0.0,0.5675567,0.0,0.0,0.0,0.7371455,0.0,0.0,0.0,0.0,0.0,1.4556701,0.0,1.3937061,0.0,0.0,0.0,0.0,1.0160857,0.0,0.0,0.0
KLF6,0.0,0.5544869,0.0,0.0,1.0275846,0.9245517,0.9613426,0.0,0.0,0.0,0.95808345,0.0,0.0,0.0,1.3930988,0.0,0.0,0.0,0.0,0.7564349,0.0,1.5523372,0.0,0.0,0.61804247,0.0,0.6237967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.691461,0.0,0.0,0.0,0.0,0.54352844,0.5461776,0.71109116,0.6479889,1.2969742,0.0,0.0,0.0,0.7202052,0.0,0.6931472,0.0,1.2052088,1.5258199,0.51638544,0.0,0.0,0.9118367,0.0,0.0,0.0,0.0,0.0,0.8830804,0.0,0.0,0.63420916,0.75446886,0.7011675,0.6333829,0.6874755,1.3071995,0.0,2.6443708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51419514,0.52739507,0.0,0.79255146,1.5728829,0.0,0.9864542,0.0,0.0,0.0,0.0,1.4997686,0.92051625,0.34919766,0.857575,0.0,0.60480237,0.0,0.0,0.0,0.0,1.0619527,0.0,0.47315302,0.4766284,0.0,0.0,0.64398444,0.0,0.0,0.0,1.3621291,0.0,0.6251684,1.5647196,0.0,1.0618861,0.0,0.0,0.90346676,0.0,0.6286128,0.0,0.0,0.0,0.0,0.0,0.0,0.87763864,1.0834522,0.79040205,0.0,0.0,0.0,0.79314506,0.731992,0.5675567,0.766988,0.7224912,0.0,0.0,1.1480172,1.6853683,0.0,0.0,0.0,0.0,1.2448211,0.0,0.0,0.6433644,0.0,0.0,0.0,0.0,0.0,0.0
P2RX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8879573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564349,0.0,0.0,0.7526483,0.575223,0.0,0.0,0.0,2.6767743,2.163274,0.0,0.0,0.0,0.38757688,0.45119688,0.0,0.0,0.0,0.75791246,0.0,0.0,0.0,0.0,0.0,1.0379364,0.0,0.0,1.8827237,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.9118367,0.53429806,0.0,2.1721368,0.0,0.0,0.0,1.4200047,0.71304566,0.0,0.75446886,0.0,0.0,0.0,0.0,0.80481964,0.0,1.4158777,0.0,1.6945628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40654927,0.0,0.0,0.0,0.0,0.0,0.97175777,0.0,0.0,0.0,0.56263584,0.81261253,0.0,0.0,0.0,1.0088083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1570482,0.0,1.3621291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8558364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6708853,0.0,0.0,0.0,0.0,0.0,0.0,0.7412749,0.0,0.0,0.0,2.024815,0.0,0.0,1.2214963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTO,0.0,2.6490254,0.0,2.0637405,2.3225067,1.8993391,1.8632824,0.0,0.7943605,0.0,0.95808345,1.7874391,1.3874677,0.0,0.0,0.0,2.2642987,0.0,1.3524833,0.9554704,0.0,0.0,0.0,1.6348461,0.0,0.0,1.6010997,0.0,2.0917416,0.0,1.7710152,1.4034655,0.0,1.4738091,1.2442436,0.0,1.8435135,0.0,1.180209,0.0,1.330864,0.0,1.3471569,1.9102241,0.0,0.0,0.0,0.0,1.6172153,1.5225595,1.565068,0.0,0.0,1.5558141,1.9256909,1.3486736,1.2018576,1.5418208,1.559076,2.2274945,0.0,0.0,1.234978,1.530768,1.238102,1.6194916,0.63420916,0.0,0.7011675,1.0165075,2.0476642,0.6411184,0.80481964,1.8092105,0.0,0.9304206,0.0,1.48375,0.0,0.0,1.890634,1.2842419,0.0,0.0,1.3077247,0.79255146,0.9277634,0.84060967,0.0,0.0,1.8671466,2.669339,2.1929882,0.0,1.4247329,1.9226868,0.0,1.98617,1.8426312,1.9975308,1.0165273,0.68011004,0.0,1.4521374,1.8175684,1.9041142,2.0318034,0.0,1.452526,0.0,2.2619152,0.0,0.6730972,0.0,0.0,0.0,1.8167882,1.9447968,1.8530726,1.8359689,2.4466066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5955821,0.0,1.384217,0.9796742,0.0,0.9214369,0.0,1.402416,1.3435414,0.0,0.0,0.4552931,1.1334647,0.0,0.0,0.0,1.242159,0.0,0.0,1.4375352,0.0,1.5267944,1.4200468,0.0,0.0,1.2621526,0.80116194,1.4823133,0.0,1.3581738,0.0
C14orf39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8879573,0.0,0.0,0.0,0.0,0.92173797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61804247,0.0,0.62565136,1.0763727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6969181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1078615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6411184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158019,0.0,0.91824144,0.0,0.0,0.0,0.0,0.0,0.0,1.8512659,0.0,0.0,0.0,0.0,0.0,0.9625718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71223503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90346676,0.0,0.0,1.1767538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89883804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF1,2.2219465,1.548676,2.0451732,2.4397447,2.601829,3.1634219,2.7432144,2.6492772,2.1136198,2.398906,2.364637,2.485638,1.9096336,1.7289904,1.9536829,1.5745093,2.2280006,2.494107,2.7311826,1.8063196,2.3499796,1.7856283,2.3006744,2.5982676,1.9795328,2.2619793,2.4329104,1.5826905,1.648614,2.1432376,2.1556683,2.170733,2.5983183,2.4709444,2.1545966,2.6590147,1.9040295,2.8907747,3.0273924,1.9617378,2.4077568,2.7886744,2.8059738,2.1154768,1.9431885,2.9797814,2.4004812,2.3218846,2.1263232,1.6833372,1.9473377,2.6806242,2.709698,2.204078,2.4693987,2.5439994,2.5951986,2.6532245,2.7163494,2.144781,0.0,2.8265235,2.3417845,2.3242679,2.9275029,2.6688023,2.1938603,2.5067348,1.9596201,1.8902744,1.9361675,1.7034774,1.2448996,2.0198631,1.9796491,2.325286,1.6945628,2.4184418,2.6836283,2.2775664,2.7033768,2.410142,2.4040804,2.1957672,2.445314,2.8519683,2.7071793,2.7929962,2.147998,2.6975267,2.5255764,3.580118,2.147556,2.7028775,2.406789,2.2799835,2.261461,2.5532246,2.5362701,1.8288935,1.2339483,2.6147087,1.7797348,2.4341457,2.4898496,2.6610308,2.484192,1.4147912,2.138255,1.8600899,2.0102916,1.4531763,2.6361606,2.4128501,2.1562853,2.2706409,2.346921,2.5313394,2.3474724,2.2355735,1.6444371,1.9275395,2.1963482,1.8325889,1.7025008,2.3649883,2.2104754,2.155235,2.29865,2.8211477,2.882707,2.9228263,2.656554,1.8123779,1.9208834,2.1502094,2.539943,2.5664294,2.2410789,1.9119625,3.0507693,2.3273406,2.6447222,2.7765534,2.7850335,2.7757664,2.7861683,2.9094002,2.3852766,3.020443,2.1487803,2.1012986,2.8479106,2.9301867,2.4893265,3.014847,2.516445,2.4562352,2.0637136
RBM5,0.86326057,0.0,0.9867956,0.6272794,0.7867311,0.0,1.765692,0.0,0.7943605,0.0,0.0,0.6509692,0.0,0.0,0.0,0.0,0.0,0.0,0.586274,0.0,1.0717553,0.806847,0.7526483,0.0,0.61804247,0.0,0.0,0.0,0.0,0.98307675,0.737414,0.44123235,0.38757688,0.0,1.0668128,0.0,0.0,0.0,0.83705515,0.0,0.0,0.8974263,0.0,0.0,0.8454843,0.80895823,0.0,0.0,0.0,0.62951404,0.6931472,0.0,0.0,0.683865,0.0,1.0312929,0.0,0.0,1.1374325,1.5623642,2.1721368,0.0,0.0,0.0,0.0,0.0,0.0,0.75446886,0.0,0.0,0.0,0.0,0.0,1.285069,0.0,0.0,0.0,1.48375,0.9224101,0.6287642,0.0,1.3964087,0.51419514,1.0065998,0.0,0.47282013,0.0,0.77896756,0.0,0.0,0.0,0.0,1.061594,0.0,0.56263584,0.34919766,1.0331546,0.731862,0.3474441,0.0,0.5942039,0.68011004,0.97182435,0.66577923,0.0,0.47315302,0.0,0.71223503,0.48471862,1.3116132,0.77727896,0.73822844,0.0,0.0,0.0,0.0,0.0,0.0,0.66572976,1.5215597,0.0,0.0,0.69265425,0.6286128,1.1767538,0.7425471,0.0,0.0,0.82422096,0.0,0.0,0.0,0.79040205,1.6292398,0.0,0.0,0.79314506,0.0,0.0,0.4552931,0.7224912,1.3284518,0.0,1.6684375,0.7412749,0.0,0.98823017,0.0,0.0,0.8047586,0.0,0.0,0.0,0.8182408,0.0,1.8384973,0.60038286,1.1417247,1.1914103
SCG3,0.0,0.0,0.61047846,0.0,0.0,0.0,0.9851443,0.0,0.7943605,0.0,0.0,0.0,0.0,0.0,2.7810872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0763727,3.2386255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0883162,0.8974263,0.0,0.0,0.0,0.80895823,3.0987961,0.0,0.0,0.0,1.0986123,0.0,0.0,0.683865,0.0,3.3347137,0.0,0.0,0.53429806,0.0,0.0,0.5633273,1.3402331,0.8830804,0.0,0.0,0.0,0.0,0.7011675,0.0,0.6874755,0.0,0.0,2.960334,1.9796491,1.1961627,0.0,0.0,0.9224101,1.011813,0.0,1.3964087,0.0,0.0,0.694773,1.9523362,0.0,0.0,0.6102298,0.0,0.0,0.0,0.0,0.0,1.6397948,0.6075124,0.0,0.0,0.3474441,0.0,0.0,0.0,0.0,1.3449563,0.0,1.0350124,0.0,0.0,0.0,0.0,0.46233192,0.0,0.0,0.0,0.0,2.72961,0.0,0.0,0.0,0.0,0.5004087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5912181,0.79040205,2.3248348,1.9208834,2.5589225,0.0,0.785551,0.9273904,0.0,0.0,0.0,0.7371455,1.1480172,0.0,0.0,0.0,0.0,2.024815,3.423212,0.0,2.87615,2.9474578,0.0,0.0,0.0,2.1288683,0.0,0.0
FCGR2A,0.0,0.0,1.4736753,0.45848304,0.46881717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9536829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2803775,1.5826905,1.648614,0.0,0.0,0.0,0.38757688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5461776,0.0,1.3177686,0.0,0.0,2.2939687,0.57373965,1.1345294,0.0,2.1972246,1.0790994,0.0,0.2830518,0.0,1.5280933,1.0673201,0.0,1.3415587,0.0,0.0,1.564971,0.0,1.140236,2.1186614,0.0,0.0,0.0,0.7011675,0.0,1.3777747,0.0,0.0,2.438834,1.1249514,0.7671876,0.0,0.9950003,0.0,1.2880956,0.0,1.1076078,0.5145971,0.2980701,0.0,0.79255146,0.0,0.46348906,0.0,1.0044378,0.97175777,0.0,0.0,0.0,2.146274,0.9827216,0.37327176,0.0,0.3474441,1.0088083,1.6209594,0.68011004,0.0,2.3475645,0.5821942,0.0,1.6628731,0.0,0.0,0.0,0.0,0.0,0.0,1.9182445,1.0680661,1.5908844,0.0,0.60605067,1.745637,0.0,0.0,0.0,1.7909378,0.0,0.0,0.0,0.8558364,0.0,0.82422096,0.0,0.0,1.9263761,2.1072628,1.6292398,0.0,0.0,0.33893043,1.44401,1.8480867,1.0042673,1.1375494,0.0,0.7371455,0.0,0.0,0.0,0.0,0.0,0.0,1.549363,0.0,1.2214963,1.3106589,0.0,1.2401862,0.0,0.9729104,0.0,0.0
S100A13,1.3195553,1.6949335,0.9867956,1.5646232,0.7867311,0.9245517,0.0,2.480997,0.7943605,1.3507503,1.7613152,1.7204409,1.7565086,2.2095027,0.0,1.0695904,1.5149349,0.99671656,1.221372,1.4797847,0.0,0.0,1.1771855,0.575223,0.61804247,1.8046702,1.6733505,2.8016706,1.5040345,0.60777086,0.737414,0.7463295,1.2140313,0.99715936,0.0,2.4275079,1.6648097,0.75791246,0.0,0.0,1.1525376,1.3626578,0.71109116,1.5361723,0.5095565,0.0,0.74871236,0.93600875,0.7202052,0.0,0.0,1.0790994,1.5054506,1.9299448,1.6205268,1.3102323,1.9054945,0.9118367,1.1374325,1.9856082,3.636028,0.0,0.0,1.7857718,1.1286327,2.3381221,1.0192301,0.75446886,0.7011675,1.9723868,1.9361675,1.8549875,2.2673776,2.960334,1.6409626,1.1961627,0.0,0.0,1.3939377,1.8328614,1.6446155,0.6999014,1.6161658,0.8708853,1.1007794,0.79255146,1.431213,1.84158,0.0,1.0044378,2.1272354,2.4626398,2.0305684,0.0,1.481336,1.6446688,1.0331546,1.3076217,1.1240284,2.2733269,2.1167727,1.0811914,0.0,1.0619527,0.5821942,0.47315302,1.2362094,1.639806,1.9792318,1.7084253,0.46233192,3.303148,0.83114696,2.4128501,0.0,1.6757504,1.3444302,0.60605067,1.0618861,1.7531023,1.8518876,1.3702385,1.097955,1.0116066,2.5030031,0.7425471,0.8558364,0.8205078,1.8116299,0.9476389,1.3377413,2.2820642,0.0,1.6292398,0.0,1.1529793,1.1043388,1.1500771,1.7198536,1.1959028,0.82832545,1.0473644,0.0,1.6684375,0.0,1.1986164,2.047164,1.2998055,2.3852766,1.2448211,1.9543763,1.7551854,1.7073557,1.2621526,0.0,1.0160857,0.9729104,0.7256545,0.0
ARRB1,0.86326057,0.0,0.61047846,0.6272794,1.0275846,0.0,0.9613426,1.16022,1.2314082,1.3507503,1.438268,1.322341,0.6721461,0.0,0.92173797,1.5745093,0.7807191,0.0,0.0,1.182136,1.0717553,0.0,1.7030113,0.575223,1.4864045,1.6218354,0.6237967,1.0763727,0.0,0.98307675,1.4519807,0.44123235,1.06251,1.3483204,0.0,2.2879593,1.254627,1.1840662,2.0212533,1.5405174,0.54352844,1.3626578,2.1106353,0.6479889,0.8454843,0.80895823,1.1720337,2.2537954,0.0,0.62951404,0.6931472,3.0165288,0.0,0.8366827,1.3093688,0.6430873,1.0673201,0.55643636,0.53429806,0.8139014,2.6816914,1.1846437,1.0577749,1.999115,1.6453557,1.1250566,1.2965313,1.7058252,1.8050911,1.2952529,0.6874755,0.6411184,2.7622552,1.285069,1.8245764,0.7671876,1.6945628,0.9950003,1.7130834,0.6287642,0.0,0.6999014,0.85210806,0.2980701,0.91824144,0.0,0.8213242,1.0184255,0.0,0.62336075,0.97175777,1.8512659,1.061594,0.0,0.32037663,0.6075124,1.0331546,0.4314408,0.3474441,0.6265615,0.96438587,1.0811914,0.0,0.0,0.5821942,1.3925833,0.0,1.1239827,0.0,0.64398444,0.46233192,0.73822844,0.0,1.3621291,0.0,0.36066318,0.6654334,0.9807122,0.66572976,1.2270925,0.78560835,0.90346676,1.3855549,0.6286128,1.1767538,1.8727869,1.3101376,0.0,2.29865,0.5821072,0.87763864,1.0834522,0.79040205,1.1151409,1.3644305,1.6743324,0.33893043,0.731992,1.8480867,0.4552931,1.4299936,0.0,0.0,0.0,0.0,2.0727415,2.2441483,0.84770846,0.0,1.549363,0.9222245,2.1012986,1.7073557,1.2621526,1.5442348,0.0,1.4565818,0.0,1.9064711
AQR,0.0,0.5544869,1.2595787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.438268,0.6509692,0.6721461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67307234,0.0,0.7526483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1689116,0.0,0.7609837,0.0,0.0,0.0,0.75791246,0.0,1.2368281,0.8936953,0.0,0.0,0.0,0.5095565,0.0,0.74871236,0.0,1.1345294,0.0,0.0,0.0,0.0,0.5034068,0.51638544,0.6430873,0.0,0.55643636,0.0,0.8139014,0.0,0.0,0.0,0.0,0.7157465,0.0,0.0,1.1795664,0.0,0.0,0.0,0.6411184,0.0,0.0,0.71296626,0.0,0.0,0.0,0.0,0.6287642,0.0,0.6999014,0.0,0.2980701,0.0,0.0,0.0,1.0184255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34919766,0.0,0.4314408,0.3474441,0.0,0.5942039,0.0,0.0,0.0,0.0,0.79303503,1.0409495,0.71223503,0.48471862,0.64398444,0.0,0.0,0.49954742,0.0,0.0,0.0,0.0,0.9807122,1.0618861,0.0,0.4680458,0.0,0.0,0.6286128,0.0,0.7425471,0.0,0.0,1.2698189,0.0,0.87763864,0.0,1.760807,1.1151409,0.0,0.0,0.33893043,0.0,0.0,0.766988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2998055,0.0,0.0,0.0,0.0,1.0316689,0.0,0.80116194,0.0,0.60038286,0.0,0.0
