,9CL_Bc74_Bc01,9CL_Bc74_Bc02,9CL_Bc74_Bc03,9CL_Bc74_Bc04,9CL_Bc74_Bc05,9CL_Bc74_Bc06,9CL_Bc74_Bc07,9CL_Bc74_Bc09,9CL_Bc74_Bc10,9CL_Bc74_Bc11,9CL_Bc74_Bc12,9CL_Bc74_Bc14,9CL_Bc74_Bc16,9CL_Bc74_Bc19,9CL_Bc74_Bc21,9CL_Bc74_Bc22,9CL_Bc74_Bc23,9CL_Bc74_Bc24,9CL_Bc74_Bc25,9CL_Bc74_Bc26,9CL_Bc74_Bc30,9CL_Bc74_Bc32,9CL_Bc75_Bc01,9CL_Bc75_Bc03,9CL_Bc75_Bc04,9CL_Bc75_Bc05,9CL_Bc75_Bc06,9CL_Bc75_Bc07,9CL_Bc75_Bc08,9CL_Bc75_Bc09,9CL_Bc75_Bc11,9CL_Bc75_Bc12,9CL_Bc75_Bc13,9CL_Bc75_Bc14,9CL_Bc75_Bc15,9CL_Bc75_Bc16,9CL_Bc75_Bc17,9CL_Bc75_Bc18,9CL_Bc75_Bc19,9CL_Bc75_Bc20,9CL_Bc75_Bc21,9CL_Bc75_Bc22,9CL_Bc75_Bc24,9CL_Bc75_Bc25,9CL_Bc75_Bc27,9CL_Bc75_Bc28,9CL_Bc75_Bc30,9CL_Bc75_Bc31,9CL_Bc75_Bc32,9CL_Bc76_Bc01,9CL_Bc76_Bc02,9CL_Bc76_Bc03,9CL_Bc76_Bc04,9CL_Bc76_Bc05,9CL_Bc76_Bc06,9CL_Bc76_Bc07,9CL_Bc76_Bc08,9CL_Bc76_Bc09,9CL_Bc76_Bc10,9CL_Bc76_Bc11,9CL_Bc76_Bc12,9CL_Bc76_Bc13,9CL_Bc76_Bc14,9CL_Bc76_Bc16,9CL_Bc76_Bc17,9CL_Bc76_Bc20,9CL_Bc76_Bc21,9CL_Bc76_Bc22,9CL_Bc76_Bc23,9CL_Bc76_Bc24,9CL_Bc76_Bc25,9CL_Bc76_Bc26,9CL_Bc76_Bc27,9CL_Bc76_Bc28,9CL_Bc76_Bc31,9CL_Bc76_Bc32,9CL_Bc77_Bc01,9CL_Bc77_Bc02,9CL_Bc77_Bc03,9CL_Bc77_Bc04,9CL_Bc77_Bc05,9CL_Bc77_Bc09,9CL_Bc77_Bc10,9CL_Bc77_Bc11,9CL_Bc77_Bc12,9CL_Bc77_Bc13,9CL_Bc77_Bc14,9CL_Bc77_Bc15,9CL_Bc77_Bc16,9CL_Bc77_Bc17,9CL_Bc77_Bc20,9CL_Bc77_Bc21,9CL_Bc77_Bc23,9CL_Bc77_Bc24,9CL_Bc77_Bc25,9CL_Bc77_Bc26,9CL_Bc77_Bc28,9CL_Bc77_Bc29,9CL_Bc77_Bc30,9CL_Bc77_Bc31,9CL_Bc77_Bc32,9CL_Bc78_Bc01,9CL_Bc78_Bc02,9CL_Bc78_Bc03,9CL_Bc78_Bc04,9CL_Bc78_Bc05,9CL_Bc78_Bc06,9CL_Bc78_Bc07,9CL_Bc78_Bc09,9CL_Bc78_Bc10,9CL_Bc78_Bc11,9CL_Bc78_Bc12,9CL_Bc78_Bc13,9CL_Bc78_Bc14,9CL_Bc78_Bc15,9CL_Bc78_Bc16,9CL_Bc78_Bc17,9CL_Bc78_Bc18,9CL_Bc78_Bc19,9CL_Bc78_Bc20,9CL_Bc78_Bc21,9CL_Bc78_Bc22,9CL_Bc78_Bc23,9CL_Bc78_Bc24,9CL_Bc78_Bc25,9CL_Bc78_Bc26,9CL_Bc78_Bc27,9CL_Bc78_Bc28,9CL_Bc78_Bc29,9CL_Bc78_Bc30,9CL_Bc78_Bc31,9CL_Bc79_Bc01,9CL_Bc79_Bc02,9CL_Bc79_Bc03,9CL_Bc79_Bc04,9CL_Bc79_Bc05,9CL_Bc79_Bc07,9CL_Bc79_Bc08,9CL_Bc79_Bc09,9CL_Bc79_Bc10,9CL_Bc79_Bc11,9CL_Bc79_Bc12,9CL_Bc79_Bc13,9CL_Bc79_Bc14,9CL_Bc79_Bc15,9CL_Bc79_Bc16,9CL_Bc79_Bc17,9CL_Bc79_Bc18,9CL_Bc79_Bc20,9CL_Bc79_Bc22,9CL_Bc79_Bc23,9CL_Bc79_Bc24,9CL_Bc79_Bc25,9CL_Bc79_Bc26,9CL_Bc79_Bc27,9CL_Bc79_Bc28,9CL_Bc79_Bc30,9CL_Bc79_Bc31,9CL_Bc79_Bc32
CTSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
TAF15,9.0,11.0,7.5,25.087,12.499,6.0,1.5,6.0,1.5,3.841,1.5,8.5,5.5,9.0,6.0,5.237,8.0,8.5,5.5,11.0,7.5,12.0,5.514,3.114,4.0,9.5,6.0,0.0,6.5,6.0,9.0,20.967,19.503,13.447,11.439,5.0,8.0,4.0,12.966,11.0,6.5,8.5,7.128,7.529,23.0,8.0,2.5,14.0,5.5,14.0,3.685,2.5,1.0,37.969,15.457,6.0,22.0,3.0,9.5,16.0,6.0,7.5,10.9,9.484,21.0,8.0,6.0,9.0,7.0,9.0,4.0,10.937,9.5,1.5,3.0,6.0,4.0,2.512,3.5,4.0,3.0,3.5,4.0,19.382,15.0,6.5,11.5,3.0,7.5,17.0,3.0,3.0,9.0,8.41,18.717,21.937,13.5,4.5,18.872,12.5,17.0,5.5,3.5,2.978,17.467,10.427,2.5,13.483,13.0,3.5,5.0,1.0,6.0,2.5,5.0,4.503,15.0,5.5,2.0,5.0,12.5,5.0,15.902,5.0,1.5,7.0,2.501,6.5,3.0,14.5,5.0,4.0,12.0,8.5,5.0,6.531,7.5,15.0,11.5,10.959,4.643,8.5,1.5,3.0,5.0,6.5,4.5,12.0,0.0,11.0,4.277,3.0,4.602,7.5,13.003,1.5,14.0,15.957,6.5
SLC5A3,7.0,3.0,3.068,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.006,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.037,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPD,11.0,20.0,20.0,118.0,62.0,7.0,5.0,4.0,7.0,3.0,2.0,11.0,21.0,25.0,6.126,7.0,20.999,16.0,22.0,52.0,22.0,8.0,27.0,19.0,29.0,24.0,27.0,12.0,38.001,40.0,10.0,40.999,64.0,42.0,9.0,6.0,13.0,28.0,16.0,9.0,5.0,27.0,8.0,14.0,16.0,8.0,7.0,15.0,11.0,25.978,15.0,7.0,4.0,69.911,20.0,31.0,20.634,23.0,27.766,15.0,6.0,31.0,14.0,11.0,12.0,21.0,23.0,14.982,19.0,25.85,17.937,16.0,11.0,1.0,13.0,10.0,4.0,4.0,6.632,23.0,22.0,32.0,35.636,81.0,52.0,67.0,66.0,68.0,17.0,55.0,35.0,2.0,27.0,8.0,105.039,87.161,70.0,71.319,65.0,47.999,56.0,19.0,12.0,23.284,41.0,32.0,47.0,18.0,56.0,48.157,60.0,33.001,72.0,32.0,23.0,100.0,35.0,39.0,42.867,26.0,32.038,32.0,17.0,46.0,3.0,14.315,21.065,12.0,11.0,27.0,7.0,24.0,12.0,9.0,14.0,9.0,83.812,22.0,43.0,72.0,13.0,25.999,10.0,3.0,16.0,17.0,6.0,15.0,4.0,11.0,6.0,5.0,15.0,14.0,16.0,9.0,19.103,9.0,11.0
KRT19,5.0,3.0,11.0,40.0,22.0,3.0,5.0,3.0,11.0,10.0,3.0,7.0,7.0,10.0,1.0,0.0,17.0,22.0,15.0,24.0,5.0,4.0,24.0,11.0,8.02,13.0,2.0,6.0,14.0,5.0,11.886,14.0,13.0,4.0,1.0,5.0,3.0,9.0,6.0,5.0,18.0,14.0,16.0,4.0,28.0,3.0,22.0,20.0,5.0,10.0,2.0,5.0,14.0,28.0,11.0,2.0,11.0,11.0,6.0,7.0,2.0,5.0,1.0,2.0,6.0,9.0,14.0,2.0,13.0,9.0,7.0,15.0,14.0,27.561,11.0,0.0,12.0,1.0,6.282,3.0,3.0,2.0,3.0,25.0,28.0,7.0,8.0,12.0,13.0,8.0,27.0,3.0,6.0,2.0,8.0,18.0,27.0,7.0,10.0,5.0,11.0,14.0,2.807,5.0,5.0,7.0,10.0,4.0,26.0,5.0,3.0,10.0,6.0,3.0,4.0,11.0,5.0,0.0,2.0,7.0,14.0,5.0,15.0,8.0,9.0,11.0,2.0,9.0,14.0,5.0,7.0,3.0,3.0,17.0,0.0,3.0,12.0,0.0,9.0,9.0,3.0,7.0,2.0,2.0,1.0,3.0,7.0,3.0,2.0,3.0,7.0,7.0,3.0,7.0,1.0,2.0,1.0,4.0,24.0
HBA2,35.777,171.704,49.635,842.114,138.932,282.854,72.7,34.366,29.099,19.831,20.866,74.47,141.979,150.546,26.607,145.793,5.101,186.154,97.268,89.924,326.953,563.814,12.966,131.469,42.542,20.105,43.697,2.545,25.024,29.789,173.083,371.118,120.393,89.748,174.367,0.0,90.051,64.194,41.58,285.064,295.6,248.241,9.074,8.186,188.512,92.005,4.034,102.591,80.375,257.088,25.126,5.468,124.696,110.1,325.228,56.686,23.26,134.466,148.781,34.717,0.0,58.6,40.99,150.157,21.184,22.184,135.632,14.912,24.045,61.234,31.956,6.85,5.005,19.409,26.109,254.63,5.526,21.897,29.858,69.436,58.375,95.218,386.18,482.837,60.579,48.541,202.443,176.905,80.913,28.052,8.215,4.159,15.923,129.498,20.146,45.612,640.892,372.833,630.06,4.149,29.4,54.681,237.949,78.157,87.506,446.545,35.865,263.454,2.84,26.452,97.046,12.393,383.978,5.982,33.942,88.648,210.491,16.185,47.612,28.44,174.625,163.768,9.057,84.833,208.708,71.207,16.605,18.475,43.873,211.284,218.941,62.78,82.031,102.342,9.244,100.153,307.166,0.0,19.998,78.271,52.563,329.601,156.704,70.874,110.011,34.635,25.886,104.06,1.436,11.818,26.83,0.0,38.983,197.291,90.716,10.266,112.429,159.231,23.365
GPKOW,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,5.0,1.088,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0
QKI,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,18.887,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,0.0,4.0,6.0,7.0,1.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,5.0,9.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,8.0,8.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,0.0,4.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,11.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0
ANTXR2,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.077,0.0,0.0,1.138,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.201,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.005,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,18.0,8.006,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,2.0,2.24,0.0,1.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,1.101,0.0,0.0
LARP4,1.0,2.0,6.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,0.0,0.0,5.0,1.0,0.0,4.008,0.0,4.0,2.0,1.0,4.0,3.0,4.627,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,5.0,6.0,5.0,3.0,0.0,3.0,3.0,0.0,2.0,5.0,0.0,4.0,0.0,2.0,0.0,5.0,7.0,0.0,2.0,7.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,4.0,1.0
OR1A1,9.644,0.0,9.615,21.48,5.835,0.0,1.03,0.0,0.0,0.0,6.705,0.0,0.0,0.0,0.0,1.355,5.994,0.0,0.0,0.0,1.0,1.206,4.031,0.0,4.521,0.0,0.0,3.619,0.0,0.0,4.074,7.9,2.546,0.0,0.0,0.0,0.0,0.0,2.13,0.0,7.839,0.0,0.0,5.112,9.164,0.0,0.0,1.306,0.0,4.935,0.0,0.0,0.0,4.57,0.0,1.663,0.0,3.793,0.0,1.0,0.0,0.0,0.0,7.357,0.0,0.0,0.0,0.0,5.673,0.0,1.0,0.0,0.0,0.0,8.026,0.0,0.0,0.0,3.78,0.0,1.0,0.0,0.0,0.0,1.0,3.243,0.0,0.0,0.0,3.92,6.77,0.0,0.0,4.685,0.0,0.0,2.89,0.0,0.0,0.0,3.95,3.163,0.0,0.0,0.0,7.099,4.084,0.0,7.007,6.073,9.04,0.0,0.0,0.0,0.0,2.149,4.623,3.11,2.613,0.0,4.255,0.0,1.337,0.0,0.0,0.0,0.0,0.0,0.0,2.586,0.0,0.0,3.809,0.0,0.0,4.359,2.053,0.0,3.159,3.491,0.0,1.0,0.0,0.0,4.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.577,0.0,0.0,0.0,4.034,0.0,0.0
BNIP3L,0.0,3.0,2.0,4.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,4.0,8.0,1.0,6.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,5.0,3.0,2.0,8.728,1.0,3.0,3.0,0.0,2.0,7.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,19.0,6.0,1.0,1.0,2.0,5.0,0.0,7.0,1.0,2.0,1.0,2.0,6.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,7.0,5.0,0.0,8.0,3.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,3.0,12.0,2.0,5.0,0.0,13.0,1.0,3.0,2.0,2.0,6.0,2.0,4.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,9.342,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,6.0,1.0,2.0,2.0,0.0,2.0,5.0,0.0
KHDRBS1,4.0,11.0,4.0,38.0,12.0,1.0,4.0,0.0,2.0,2.114,0.0,2.0,5.0,5.0,2.0,0.0,1.0,6.0,8.0,10.0,2.0,2.0,5.0,2.0,2.0,9.0,4.001,2.0,6.0,5.0,4.0,10.0,14.0,5.0,2.0,1.0,0.0,6.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,3.0,6.0,0.0,2.0,20.734,7.0,4.0,8.0,4.0,4.0,5.0,4.0,4.0,4.0,8.0,3.0,0.0,5.0,1.0,4.0,5.036,3.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,1.224,3.0,5.0,8.0,11.0,29.0,16.0,13.0,9.0,17.0,6.0,8.0,15.0,2.0,7.0,3.0,11.0,25.0,13.0,18.0,26.0,15.0,22.0,2.0,2.0,5.0,10.0,12.0,20.0,1.0,19.0,8.0,15.0,10.0,10.0,4.0,4.0,34.0,5.0,20.0,6.0,8.0,24.0,3.0,9.0,11.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,14.0,29.0,6.0,5.0,15.0,2.0,5.0,2.0,1.0,5.0,3.0,1.0,4.0,0.0,3.0,2.0,1.0,5.0,3.0,1.0,0.0,2.0,3.0,0.0
U2AF1,1.0,0.0,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,3.146,0.0,2.701,1.31,0.0,0.0,0.0,0.0,3.016,0.0,0.0,0.0,1.62,0.0,1.28,0.0,0.0,0.0,0.0,2.288,0.0,1.528,2.243,0.0,0.0,1.0,1.34,0.0,0.0,0.0,0.0,0.0,1.38,1.157,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.304,6.904,0.0,0.0,1.0,1.363,0.0,1.0,7.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.471,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,11.052,0.0,1.0,0.0,1.448,6.501,2.456,0.0,1.219,3.521,0.0,1.638,1.0,1.126,1.002,0.0,1.232,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,6.31,0.0,0.0,0.0,0.0,1.003,0.0,0.0,1.594,0.0,0.0,3.245,4.188,2.0,0.0,0.0,2.0,1.008,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.913,25.078,0.0,1.0,16.933,0.0,0.0,1.596,0.0,0.0,1.155,0.0,0.0,0.0,1.0,1.0,3.5,0.0,0.0,6.0,1.0,4.178,1.398,9.5,0.0,1.546,0.0
ZNF614,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.946,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.893,0.0,1.0,0.0,1.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.119,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.381,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.892,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.969,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC2L,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,8.0,9.0,8.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,7.0,4.0,6.0,0.0,11.0,0.0,4.0
VIM,5.0,13.0,11.0,9.0,3.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,15.0,6.0,0.0,10.0,11.0,10.0,3.0,0.0,1.0,17.92,1.0,15.0,9.0,1.0,8.0,3.0,10.0,0.0,0.0,12.0,4.0,0.0,8.0,0.0,9.0,4.0,0.996,1.0,3.0,9.0,0.0,5.0,9.0,7.0,5.0,0.0,0.0,2.0,17.0,3.0,23.695,5.0,0.0,7.0,1.0,6.0,3.0,36.0,3.166,3.0,10.0,14.0,12.0,4.0,0.0,0.0,6.0,1.0,3.0,10.0,24.0,0.0,0.0,12.019,11.0,1.0,10.0,0.0,0.0,7.0,2.0,118.0,11.0,5.0,0.0,2.0,15.202,58.0,6.008,8.0,0.0,106.0,86.0,4.0,2.0,12.0,28.0,12.0,34.946,0.0,6.0,4.0,0.0,1.0,0.0,67.17,20.0,3.0,98.0,0.0,41.0,1.0,5.0,2.0,5.0,7.0,15.0,14.0,0.0,11.0,26.0,2.0,0.0,4.0,13.0,5.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,1.0,21.978,6.0,11.016,4.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,4.0,2.0,26.0,24.0,0.0,0.0,1.0,3.0,0.0,4.0
HBD,0.0,19.762,1.0,7.435,5.891,10.0,8.57,21.731,2.697,0.0,0.0,12.0,18.551,37.138,4.0,9.711,3.0,24.395,5.0,0.0,0.0,0.0,0.0,4.995,3.363,1.0,13.185,14.0,8.0,9.0,2.858,78.954,0.0,10.997,0.0,8.0,18.1,0.0,11.69,27.045,34.635,8.556,1.0,17.888,29.954,0.0,0.0,2.0,8.0,14.197,8.0,0.0,8.316,8.796,24.045,17.934,3.0,3.179,7.822,9.0,1.0,7.0,6.0,4.0,8.0,8.579,25.732,2.697,4.0,5.796,18.92,1.0,0.0,0.0,10.0,41.159,0.0,2.0,10.35,25.681,9.0,0.0,15.302,77.57,2.697,6.837,14.988,18.367,4.0,9.0,0.0,2.0,2.0,6.211,6.0,30.9,23.664,36.073,109.749,1.0,10.201,0.0,0.0,27.44,16.261,43.292,10.589,0.0,0.0,0.0,26.644,1.0,14.522,0.0,0.0,23.891,15.227,1.0,3.554,2.0,3.0,15.0,1.0,0.0,9.0,6.0,2.0,0.0,0.0,8.0,17.691,10.171,10.373,14.0,3.0,6.91,32.692,0.0,11.0,3.179,2.858,10.484,19.643,5.0,26.773,6.0,2.0,12.843,0.0,10.882,1.0,0.0,7.758,31.148,5.607,1.0,17.753,4.939,2.697
